serum,virus,replicate,concentration,well_id,plate_name,experiment_rep,fraction infectivity,input_folder
Nirsevimab,RSV B N201T,2,1000,G2,V2P1,mAb_1,0.0825,25.01.30_mab
Nirsevimab,RSV B N201T,2,285.7,G3,V2P1,mAb_1,0.4721,25.01.30_mab
Nirsevimab,RSV B N201T,2,81.63,G4,V2P1,mAb_1,0.7885,25.01.30_mab
Nirsevimab,RSV B N201T,2,23.32,G5,V2P1,mAb_1,0.9802,25.01.30_mab
Nirsevimab,RSV B N201T,2,6.664,G6,V2P1,mAb_1,0.9309,25.01.30_mab
Nirsevimab,RSV B N201T,2,1.904,G7,V2P1,mAb_1,0.9191,25.01.30_mab
Nirsevimab,RSV B N201T,2,0.544,G8,V2P1,mAb_1,0.9183,25.01.30_mab
Nirsevimab,RSV B N201T,2,0.1554,G9,V2P1,mAb_1,0.8802,25.01.30_mab
Nirsevimab,RSV B N201T,2,0.04441,G10,V2P1,mAb_1,0.8157,25.01.30_mab
D25,RSV B N201T,1,1000,D2,V2P1,mAb_1,0.6296,25.01.30_mab
D25,RSV B N201T,1,285.7,D3,V2P1,mAb_1,0.994,25.01.30_mab
D25,RSV B N201T,1,81.63,D4,V2P1,mAb_1,0.9013,25.01.30_mab
D25,RSV B N201T,1,23.32,D5,V2P1,mAb_1,0.9843,25.01.30_mab
D25,RSV B N201T,1,6.664,D6,V2P1,mAb_1,0.8236,25.01.30_mab
D25,RSV B N201T,1,1.904,D7,V2P1,mAb_1,0.9788,25.01.30_mab
D25,RSV B N201T,1,0.544,D8,V2P1,mAb_1,1.135,25.01.30_mab
D25,RSV B N201T,1,0.1554,D9,V2P1,mAb_1,0.9832,25.01.30_mab
D25,RSV B N201T,1,0.04441,D10,V2P1,mAb_1,0.9884,25.01.30_mab
D25,RSV B N201T,2,1000,E2,V2P1,mAb_1,0.7227,25.01.30_mab
D25,RSV B N201T,2,285.7,E3,V2P1,mAb_1,0.8649,25.01.30_mab
D25,RSV B N201T,2,81.63,E4,V2P1,mAb_1,0.9242,25.01.30_mab
D25,RSV B N201T,2,23.32,E5,V2P1,mAb_1,1.138,25.01.30_mab
D25,RSV B N201T,2,6.664,E6,V2P1,mAb_1,1.061,25.01.30_mab
D25,RSV B N201T,2,1.904,E7,V2P1,mAb_1,0.8011,25.01.30_mab
D25,RSV B N201T,2,0.544,E8,V2P1,mAb_1,1.294,25.01.30_mab
D25,RSV B N201T,2,0.1554,E9,V2P1,mAb_1,1.232,25.01.30_mab
D25,RSV B N201T,2,0.04441,E10,V2P1,mAb_1,1.04,25.01.30_mab
Suptavumab,RSV B N201T,1,1000,B2,V2P1,mAb_1,0.7659,25.01.30_mab
Suptavumab,RSV B N201T,1,285.7,B3,V2P1,mAb_1,0.9008,25.01.30_mab
Suptavumab,RSV B N201T,1,81.63,B4,V2P1,mAb_1,1.114,25.01.30_mab
Suptavumab,RSV B N201T,1,23.32,B5,V2P1,mAb_1,1.022,25.01.30_mab
Suptavumab,RSV B N201T,1,6.664,B6,V2P1,mAb_1,0.6785,25.01.30_mab
Suptavumab,RSV B N201T,1,1.904,B7,V2P1,mAb_1,0.8679,25.01.30_mab
Suptavumab,RSV B N201T,1,0.544,B8,V2P1,mAb_1,0.9974,25.01.30_mab
Suptavumab,RSV B N201T,1,0.1554,B9,V2P1,mAb_1,0.8076,25.01.30_mab
Suptavumab,RSV B N201T,1,0.04441,B10,V2P1,mAb_1,0.8006,25.01.30_mab
Suptavumab,RSV B N201T,2,1000,C2,V2P1,mAb_1,0.6895,25.01.30_mab
Suptavumab,RSV B N201T,2,285.7,C3,V2P1,mAb_1,0.8103,25.01.30_mab
Suptavumab,RSV B N201T,2,81.63,C4,V2P1,mAb_1,0.8458,25.01.30_mab
Suptavumab,RSV B N201T,2,23.32,C5,V2P1,mAb_1,1.193,25.01.30_mab
Suptavumab,RSV B N201T,2,6.664,C6,V2P1,mAb_1,0.6276,25.01.30_mab
Suptavumab,RSV B N201T,2,1.904,C7,V2P1,mAb_1,1.076,25.01.30_mab
Suptavumab,RSV B N201T,2,0.544,C8,V2P1,mAb_1,1.095,25.01.30_mab
Suptavumab,RSV B N201T,2,0.1554,C9,V2P1,mAb_1,1.05,25.01.30_mab
Suptavumab,RSV B N201T,2,0.04441,C10,V2P1,mAb_1,1.168,25.01.30_mab
Palivizumab,RSV B N201T,1,1000,F2,V2P2,mAb_1,0.02568,25.01.30_mab
Palivizumab,RSV B N201T,1,285.7,F3,V2P2,mAb_1,0.7345,25.01.30_mab
Palivizumab,RSV B N201T,1,81.63,F4,V2P2,mAb_1,1.894,25.01.30_mab
Palivizumab,RSV B N201T,1,23.32,F5,V2P2,mAb_1,1.075,25.01.30_mab
Palivizumab,RSV B N201T,1,6.664,F6,V2P2,mAb_1,1.126,25.01.30_mab
Palivizumab,RSV B N201T,1,1.904,F7,V2P2,mAb_1,1.032,25.01.30_mab
Palivizumab,RSV B N201T,1,0.544,F8,V2P2,mAb_1,0.933,25.01.30_mab
Palivizumab,RSV B N201T,1,0.1554,F9,V2P2,mAb_1,0.9484,25.01.30_mab
Palivizumab,RSV B N201T,1,0.04441,F10,V2P2,mAb_1,0.8965,25.01.30_mab
Palivizumab,RSV B N201T,2,1000,G2,V2P2,mAb_1,0.06287,25.01.30_mab
Palivizumab,RSV B N201T,2,285.7,G3,V2P2,mAb_1,0.7962,25.01.30_mab
Palivizumab,RSV B N201T,2,81.63,G4,V2P2,mAb_1,1.886,25.01.30_mab
Palivizumab,RSV B N201T,2,23.32,G5,V2P2,mAb_1,1.459,25.01.30_mab
Palivizumab,RSV B N201T,2,6.664,G6,V2P2,mAb_1,1.233,25.01.30_mab
Palivizumab,RSV B N201T,2,1.904,G7,V2P2,mAb_1,1.216,25.01.30_mab
Palivizumab,RSV B N201T,2,0.544,G8,V2P2,mAb_1,1.089,25.01.30_mab
Palivizumab,RSV B N201T,2,0.1554,G9,V2P2,mAb_1,1.094,25.01.30_mab
Palivizumab,RSV B N201T,2,0.04441,G10,V2P2,mAb_1,0.8242,25.01.30_mab
Clesrovimab,RSV B N201T,1,1000,D2,V2P2,mAb_1,0.006196,25.01.30_mab
Clesrovimab,RSV B N201T,1,285.7,D3,V2P2,mAb_1,0.008705,25.01.30_mab
Clesrovimab,RSV B N201T,1,81.63,D4,V2P2,mAb_1,0.01981,25.01.30_mab
Clesrovimab,RSV B N201T,1,23.32,D5,V2P2,mAb_1,0.02402,25.01.30_mab
Clesrovimab,RSV B N201T,1,6.664,D6,V2P2,mAb_1,0.09322,25.01.30_mab
Clesrovimab,RSV B N201T,1,1.904,D7,V2P2,mAb_1,0.3657,25.01.30_mab
Clesrovimab,RSV B N201T,1,0.544,D8,V2P2,mAb_1,0.7379,25.01.30_mab
Clesrovimab,RSV B N201T,1,0.1554,D9,V2P2,mAb_1,0.8583,25.01.30_mab
Clesrovimab,RSV B N201T,1,0.04441,D10,V2P2,mAb_1,1.077,25.01.30_mab
Clesrovimab,RSV B N201T,2,1000,E2,V2P2,mAb_1,0.01207,25.01.30_mab
Clesrovimab,RSV B N201T,2,285.7,E3,V2P2,mAb_1,0.01252,25.01.30_mab
Clesrovimab,RSV B N201T,2,81.63,E4,V2P2,mAb_1,0.03434,25.01.30_mab
Clesrovimab,RSV B N201T,2,23.32,E5,V2P2,mAb_1,0.02806,25.01.30_mab
Clesrovimab,RSV B N201T,2,6.664,E6,V2P2,mAb_1,0.09663,25.01.30_mab
Clesrovimab,RSV B N201T,2,1.904,E7,V2P2,mAb_1,0.3367,25.01.30_mab
Clesrovimab,RSV B N201T,2,0.544,E8,V2P2,mAb_1,0.8664,25.01.30_mab
Clesrovimab,RSV B N201T,2,0.1554,E9,V2P2,mAb_1,0.9858,25.01.30_mab
Clesrovimab,RSV B N201T,2,0.04441,E10,V2P2,mAb_1,0.9411,25.01.30_mab
MPE8,RSV B N201T,1,1000,B2,V2P2,mAb_1,0.01577,25.01.30_mab
MPE8,RSV B N201T,1,285.7,B3,V2P2,mAb_1,0.01392,25.01.30_mab
MPE8,RSV B N201T,1,81.63,B4,V2P2,mAb_1,0.01233,25.01.30_mab
MPE8,RSV B N201T,1,23.32,B5,V2P2,mAb_1,0.06496,25.01.30_mab
MPE8,RSV B N201T,1,6.664,B6,V2P2,mAb_1,0.4368,25.01.30_mab
MPE8,RSV B N201T,1,1.904,B7,V2P2,mAb_1,0.8218,25.01.30_mab
MPE8,RSV B N201T,1,0.544,B8,V2P2,mAb_1,0.9566,25.01.30_mab
MPE8,RSV B N201T,1,0.1554,B9,V2P2,mAb_1,0.8989,25.01.30_mab
MPE8,RSV B N201T,1,0.04441,B10,V2P2,mAb_1,0.7789,25.01.30_mab
MPE8,RSV B N201T,2,1000,C2,V2P2,mAb_1,0.02149,25.01.30_mab
MPE8,RSV B N201T,2,285.7,C3,V2P2,mAb_1,0.01736,25.01.30_mab
MPE8,RSV B N201T,2,81.63,C4,V2P2,mAb_1,0.02076,25.01.30_mab
MPE8,RSV B N201T,2,23.32,C5,V2P2,mAb_1,0.07626,25.01.30_mab
MPE8,RSV B N201T,2,6.664,C6,V2P2,mAb_1,0.446,25.01.30_mab
MPE8,RSV B N201T,2,1.904,C7,V2P2,mAb_1,0.7456,25.01.30_mab
MPE8,RSV B N201T,2,0.544,C8,V2P2,mAb_1,0.9631,25.01.30_mab
MPE8,RSV B N201T,2,0.1554,C9,V2P2,mAb_1,0.9866,25.01.30_mab
MPE8,RSV B N201T,2,0.04441,C10,V2P2,mAb_1,0.933,25.01.30_mab
AM14,RSV B N201T,1,1000,F2,V2P3,mAb_1,0.0214,25.01.30_mab
AM14,RSV B N201T,1,285.7,F3,V2P3,mAb_1,0.03416,25.01.30_mab
AM14,RSV B N201T,1,81.63,F4,V2P3,mAb_1,0.02063,25.01.30_mab
AM14,RSV B N201T,1,23.32,F5,V2P3,mAb_1,0.0114,25.01.30_mab
AM14,RSV B N201T,1,6.664,F6,V2P3,mAb_1,0.03028,25.01.30_mab
AM14,RSV B N201T,1,1.904,F7,V2P3,mAb_1,0.2399,25.01.30_mab
AM14,RSV B N201T,1,0.544,F8,V2P3,mAb_1,0.5079,25.01.30_mab
AM14,RSV B N201T,1,0.1554,F9,V2P3,mAb_1,0.9415,25.01.30_mab
AM14,RSV B N201T,1,0.04441,F10,V2P3,mAb_1,0.7876,25.01.30_mab
AM14,RSV B N201T,2,1000,G2,V2P3,mAb_1,0.005459,25.01.30_mab
AM14,RSV B N201T,2,285.7,G3,V2P3,mAb_1,0.007053,25.01.30_mab
AM14,RSV B N201T,2,81.63,G4,V2P3,mAb_1,0.007606,25.01.30_mab
AM14,RSV B N201T,2,23.32,G5,V2P3,mAb_1,0.02127,25.01.30_mab
AM14,RSV B N201T,2,6.664,G6,V2P3,mAb_1,0.01895,25.01.30_mab
AM14,RSV B N201T,2,1.904,G7,V2P3,mAb_1,0.1508,25.01.30_mab
AM14,RSV B N201T,2,0.544,G8,V2P3,mAb_1,0.5712,25.01.30_mab
AM14,RSV B N201T,2,0.1554,G9,V2P3,mAb_1,0.7316,25.01.30_mab
AM14,RSV B N201T,2,0.04441,G10,V2P3,mAb_1,0.7505,25.01.30_mab
hRSV90,RSV B N201T,1,1000,D2,V2P3,mAb_1,0.8207,25.01.30_mab
hRSV90,RSV B N201T,1,285.7,D3,V2P3,mAb_1,0.9327,25.01.30_mab
hRSV90,RSV B N201T,1,81.63,D4,V2P3,mAb_1,0.8821,25.01.30_mab
hRSV90,RSV B N201T,1,23.32,D5,V2P3,mAb_1,1.069,25.01.30_mab
hRSV90,RSV B N201T,1,6.664,D6,V2P3,mAb_1,1.031,25.01.30_mab
hRSV90,RSV B N201T,1,1.904,D7,V2P3,mAb_1,1.068,25.01.30_mab
hRSV90,RSV B N201T,1,0.544,D8,V2P3,mAb_1,1.039,25.01.30_mab
hRSV90,RSV B N201T,1,0.1554,D9,V2P3,mAb_1,0.9915,25.01.30_mab
hRSV90,RSV B N201T,1,0.04441,D10,V2P3,mAb_1,0.7863,25.01.30_mab
hRSV90,RSV B N201T,2,1000,E2,V2P3,mAb_1,0.8929,25.01.30_mab
hRSV90,RSV B N201T,2,285.7,E3,V2P3,mAb_1,0.8706,25.01.30_mab
hRSV90,RSV B N201T,2,81.63,E4,V2P3,mAb_1,0.9179,25.01.30_mab
hRSV90,RSV B N201T,2,23.32,E5,V2P3,mAb_1,0.8153,25.01.30_mab
hRSV90,RSV B N201T,2,6.664,E6,V2P3,mAb_1,0.9759,25.01.30_mab
hRSV90,RSV B N201T,2,1.904,E7,V2P3,mAb_1,0.9537,25.01.30_mab
hRSV90,RSV B N201T,2,0.544,E8,V2P3,mAb_1,0.9537,25.01.30_mab
hRSV90,RSV B N201T,2,0.1554,E9,V2P3,mAb_1,0.9577,25.01.30_mab
hRSV90,RSV B N201T,2,0.04441,E10,V2P3,mAb_1,0.9057,25.01.30_mab
Nirsevimab,RSV B N201T,1,1000,F2,V3P1,mAb_2,0.1712,25.01.30_mab
Nirsevimab,RSV B N201T,1,285.7,F3,V3P1,mAb_2,0.43,25.01.30_mab
Nirsevimab,RSV B N201T,1,81.63,F4,V3P1,mAb_2,0.8137,25.01.30_mab
