serum,virus,replicate,concentration,well_id,plate_name,experiment_rep,fraction infectivity,input_folder
MPE8,RSV B 1982,1,1000,B2,RSVB1982_mAbsP2,mAb_2,0.02375,24.12.13_RSVmAb_B1982_rep2
MPE8,RSV B 1982,1,285.7,B3,RSVB1982_mAbsP2,mAb_2,0.02138,24.12.13_RSVmAb_B1982_rep2
MPE8,RSV B 1982,1,81.63,B4,RSVB1982_mAbsP2,mAb_2,0.07459,24.12.13_RSVmAb_B1982_rep2
MPE8,RSV B 1982,1,23.32,B5,RSVB1982_mAbsP2,mAb_2,0.04963,24.12.13_RSVmAb_B1982_rep2
MPE8,RSV B 1982,1,6.664,B6,RSVB1982_mAbsP2,mAb_2,0.1883,24.12.13_RSVmAb_B1982_rep2
MPE8,RSV B 1982,1,1.904,B7,RSVB1982_mAbsP2,mAb_2,0.4893,24.12.13_RSVmAb_B1982_rep2
MPE8,RSV B 1982,1,0.544,B8,RSVB1982_mAbsP2,mAb_2,1.023,24.12.13_RSVmAb_B1982_rep2
MPE8,RSV B 1982,1,0.1554,B9,RSVB1982_mAbsP2,mAb_2,1.092,24.12.13_RSVmAb_B1982_rep2
MPE8,RSV B 1982,1,0.04441,B10,RSVB1982_mAbsP2,mAb_2,1.074,24.12.13_RSVmAb_B1982_rep2
MPE8,RSV B 1982,2,1000,C2,RSVB1982_mAbsP2,mAb_2,0.07611,24.12.13_RSVmAb_B1982_rep2
MPE8,RSV B 1982,2,285.7,C3,RSVB1982_mAbsP2,mAb_2,0.01837,24.12.13_RSVmAb_B1982_rep2
MPE8,RSV B 1982,2,81.63,C4,RSVB1982_mAbsP2,mAb_2,0.0281,24.12.13_RSVmAb_B1982_rep2
MPE8,RSV B 1982,2,23.32,C5,RSVB1982_mAbsP2,mAb_2,0.09591,24.12.13_RSVmAb_B1982_rep2
MPE8,RSV B 1982,2,6.664,C6,RSVB1982_mAbsP2,mAb_2,0.1842,24.12.13_RSVmAb_B1982_rep2
MPE8,RSV B 1982,2,1.904,C7,RSVB1982_mAbsP2,mAb_2,1.066,24.12.13_RSVmAb_B1982_rep2
MPE8,RSV B 1982,2,0.544,C8,RSVB1982_mAbsP2,mAb_2,1.511,24.12.13_RSVmAb_B1982_rep2
MPE8,RSV B 1982,2,0.1554,C9,RSVB1982_mAbsP2,mAb_2,1.038,24.12.13_RSVmAb_B1982_rep2
MPE8,RSV B 1982,2,0.04441,C10,RSVB1982_mAbsP2,mAb_2,1.117,24.12.13_RSVmAb_B1982_rep2
AM14,RSV B 1982,1,1000,F2,RSVB1982_mAbsP3,mAb_2,0.06331,24.12.13_RSVmAb_B1982_rep2
AM14,RSV B 1982,1,285.7,F3,RSVB1982_mAbsP3,mAb_2,0.2799,24.12.13_RSVmAb_B1982_rep2
AM14,RSV B 1982,1,81.63,F4,RSVB1982_mAbsP3,mAb_2,0.027,24.12.13_RSVmAb_B1982_rep2
AM14,RSV B 1982,1,23.32,F5,RSVB1982_mAbsP3,mAb_2,0.006093,24.12.13_RSVmAb_B1982_rep2
AM14,RSV B 1982,1,6.664,F6,RSVB1982_mAbsP3,mAb_2,0.2792,24.12.13_RSVmAb_B1982_rep2
AM14,RSV B 1982,1,1.904,F7,RSVB1982_mAbsP3,mAb_2,0.5026,24.12.13_RSVmAb_B1982_rep2
AM14,RSV B 1982,1,0.544,F8,RSVB1982_mAbsP3,mAb_2,0.7545,24.12.13_RSVmAb_B1982_rep2
AM14,RSV B 1982,1,0.1554,F9,RSVB1982_mAbsP3,mAb_2,1.271,24.12.13_RSVmAb_B1982_rep2
AM14,RSV B 1982,1,0.04441,F10,RSVB1982_mAbsP3,mAb_2,1.205,24.12.13_RSVmAb_B1982_rep2
AM14,RSV B 1982,2,1000,G2,RSVB1982_mAbsP3,mAb_2,0.04519,24.12.13_RSVmAb_B1982_rep2
AM14,RSV B 1982,2,285.7,G3,RSVB1982_mAbsP3,mAb_2,0.3082,24.12.13_RSVmAb_B1982_rep2
AM14,RSV B 1982,2,81.63,G4,RSVB1982_mAbsP3,mAb_2,0.05562,24.12.13_RSVmAb_B1982_rep2
AM14,RSV B 1982,2,23.32,G5,RSVB1982_mAbsP3,mAb_2,0.005951,24.12.13_RSVmAb_B1982_rep2
AM14,RSV B 1982,2,6.664,G6,RSVB1982_mAbsP3,mAb_2,0.05547,24.12.13_RSVmAb_B1982_rep2
AM14,RSV B 1982,2,1.904,G7,RSVB1982_mAbsP3,mAb_2,0.2295,24.12.13_RSVmAb_B1982_rep2
AM14,RSV B 1982,2,0.544,G8,RSVB1982_mAbsP3,mAb_2,0.624,24.12.13_RSVmAb_B1982_rep2
AM14,RSV B 1982,2,0.1554,G9,RSVB1982_mAbsP3,mAb_2,1.044,24.12.13_RSVmAb_B1982_rep2
AM14,RSV B 1982,2,0.04441,G10,RSVB1982_mAbsP3,mAb_2,1.282,24.12.13_RSVmAb_B1982_rep2
hRSV90,RSV B 1982,1,1000,D2,RSVB1982_mAbsP3,mAb_2,0.02261,24.12.13_RSVmAb_B1982_rep2
hRSV90,RSV B 1982,1,285.7,D3,RSVB1982_mAbsP3,mAb_2,0.1817,24.12.13_RSVmAb_B1982_rep2
hRSV90,RSV B 1982,1,81.63,D4,RSVB1982_mAbsP3,mAb_2,0.1838,24.12.13_RSVmAb_B1982_rep2
hRSV90,RSV B 1982,1,23.32,D5,RSVB1982_mAbsP3,mAb_2,0.02332,24.12.13_RSVmAb_B1982_rep2
hRSV90,RSV B 1982,1,6.664,D6,RSVB1982_mAbsP3,mAb_2,0.4147,24.12.13_RSVmAb_B1982_rep2
hRSV90,RSV B 1982,1,1.904,D7,RSVB1982_mAbsP3,mAb_2,0.5772,24.12.13_RSVmAb_B1982_rep2
hRSV90,RSV B 1982,1,0.544,D8,RSVB1982_mAbsP3,mAb_2,1.309,24.12.13_RSVmAb_B1982_rep2
hRSV90,RSV B 1982,1,0.1554,D9,RSVB1982_mAbsP3,mAb_2,1.972,24.12.13_RSVmAb_B1982_rep2
hRSV90,RSV B 1982,1,0.04441,D10,RSVB1982_mAbsP3,mAb_2,1.342,24.12.13_RSVmAb_B1982_rep2
hRSV90,RSV B 1982,2,1000,E2,RSVB1982_mAbsP3,mAb_2,0.1221,24.12.13_RSVmAb_B1982_rep2
hRSV90,RSV B 1982,2,285.7,E3,RSVB1982_mAbsP3,mAb_2,0.2753,24.12.13_RSVmAb_B1982_rep2
hRSV90,RSV B 1982,2,81.63,E4,RSVB1982_mAbsP3,mAb_2,0.07308,24.12.13_RSVmAb_B1982_rep2
hRSV90,RSV B 1982,2,23.32,E5,RSVB1982_mAbsP3,mAb_2,0.07377,24.12.13_RSVmAb_B1982_rep2
hRSV90,RSV B 1982,2,6.664,E6,RSVB1982_mAbsP3,mAb_2,0.4774,24.12.13_RSVmAb_B1982_rep2
hRSV90,RSV B 1982,2,1.904,E7,RSVB1982_mAbsP3,mAb_2,0.936,24.12.13_RSVmAb_B1982_rep2
hRSV90,RSV B 1982,2,0.544,E8,RSVB1982_mAbsP3,mAb_2,1.594,24.12.13_RSVmAb_B1982_rep2
hRSV90,RSV B 1982,2,0.1554,E9,RSVB1982_mAbsP3,mAb_2,1.097,24.12.13_RSVmAb_B1982_rep2
hRSV90,RSV B 1982,2,0.04441,E10,RSVB1982_mAbsP3,mAb_2,1.404,24.12.13_RSVmAb_B1982_rep2
