,serum,virus,replicate,concentration,well_id,plate_name,experiment_rep,fraction infectivity,input_folder,Unnamed: 9
1540,MPE8,RSV B N201T,2,285.7,C3,V3P2,mAb_2,0.02625,25.01.30_mab,
1541,MPE8,RSV B N201T,2,81.63,C4,V3P2,mAb_2,0.03279,25.01.30_mab,
1542,MPE8,RSV B N201T,2,23.32,C5,V3P2,mAb_2,0.1331,25.01.30_mab,
1543,MPE8,RSV B N201T,2,6.664,C6,V3P2,mAb_2,0.4184,25.01.30_mab,
1544,MPE8,RSV B N201T,2,1.904,C7,V3P2,mAb_2,0.8401,25.01.30_mab,
1545,MPE8,RSV B N201T,2,0.544,C8,V3P2,mAb_2,0.9237,25.01.30_mab,
1546,MPE8,RSV B N201T,2,0.1554,C9,V3P2,mAb_2,1.262,25.01.30_mab,
1547,MPE8,RSV B N201T,2,0.04441,C10,V3P2,mAb_2,0.9932,25.01.30_mab,
1548,AM14,RSV B N201T,1,1000.0,F2,V3P3,mAb_2,0.03399,25.01.30_mab,
1549,AM14,RSV B N201T,1,285.7,F3,V3P3,mAb_2,0.02546,25.01.30_mab,
1550,AM14,RSV B N201T,1,81.63,F4,V3P3,mAb_2,0.02628,25.01.30_mab,
1551,AM14,RSV B N201T,1,23.32,F5,V3P3,mAb_2,0.01047,25.01.30_mab,
1552,AM14,RSV B N201T,1,6.664,F6,V3P3,mAb_2,0.08976,25.01.30_mab,
1553,AM14,RSV B N201T,1,1.904,F7,V3P3,mAb_2,0.2474,25.01.30_mab,
1554,AM14,RSV B N201T,1,0.544,F8,V3P3,mAb_2,0.6112,25.01.30_mab,
1555,AM14,RSV B N201T,1,0.1554,F9,V3P3,mAb_2,0.7938,25.01.30_mab,
1556,AM14,RSV B N201T,1,0.04441,F10,V3P3,mAb_2,0.9401,25.01.30_mab,
1557,AM14,RSV B N201T,2,1000.0,G2,V3P3,mAb_2,0.03435,25.01.30_mab,
1558,AM14,RSV B N201T,2,285.7,G3,V3P3,mAb_2,0.03974,25.01.30_mab,
1559,AM14,RSV B N201T,2,81.63,G4,V3P3,mAb_2,0.03289,25.01.30_mab,
1560,AM14,RSV B N201T,2,23.32,G5,V3P3,mAb_2,0.02886,25.01.30_mab,
1561,AM14,RSV B N201T,2,6.664,G6,V3P3,mAb_2,0.06242,25.01.30_mab,
1562,AM14,RSV B N201T,2,1.904,G7,V3P3,mAb_2,0.1183,25.01.30_mab,
1563,AM14,RSV B N201T,2,0.544,G8,V3P3,mAb_2,0.4887,25.01.30_mab,
1564,AM14,RSV B N201T,2,0.1554,G9,V3P3,mAb_2,0.9136,25.01.30_mab,
1565,AM14,RSV B N201T,2,0.04441,G10,V3P3,mAb_2,1.074,25.01.30_mab,
1566,hRSV90,RSV B N201T,1,1000.0,D2,V3P3,mAb_2,0.9403,25.01.30_mab,
1567,hRSV90,RSV B N201T,1,285.7,D3,V3P3,mAb_2,1.048,25.01.30_mab,
1568,hRSV90,RSV B N201T,1,81.63,D4,V3P3,mAb_2,1.1,25.01.30_mab,
1569,hRSV90,RSV B N201T,1,23.32,D5,V3P3,mAb_2,1.156,25.01.30_mab,
1570,hRSV90,RSV B N201T,1,6.664,D6,V3P3,mAb_2,1.242,25.01.30_mab,
1571,hRSV90,RSV B N201T,1,1.904,D7,V3P3,mAb_2,0.9888,25.01.30_mab,
1572,hRSV90,RSV B N201T,1,0.544,D8,V3P3,mAb_2,1.318,25.01.30_mab,
1573,hRSV90,RSV B N201T,1,0.1554,D9,V3P3,mAb_2,1.188,25.01.30_mab,
1574,hRSV90,RSV B N201T,1,0.04441,D10,V3P3,mAb_2,1.254,25.01.30_mab,
1575,hRSV90,RSV B N201T,2,1000.0,E2,V3P3,mAb_2,1.024,25.01.30_mab,
1576,hRSV90,RSV B N201T,2,285.7,E3,V3P3,mAb_2,1.132,25.01.30_mab,
1577,hRSV90,RSV B N201T,2,81.63,E4,V3P3,mAb_2,1.172,25.01.30_mab,
1578,hRSV90,RSV B N201T,2,23.32,E5,V3P3,mAb_2,1.516,25.01.30_mab,
1579,hRSV90,RSV B N201T,2,6.664,E6,V3P3,mAb_2,1.251,25.01.30_mab,
1580,hRSV90,RSV B N201T,2,1.904,E7,V3P3,mAb_2,1.162,25.01.30_mab,
1581,hRSV90,RSV B N201T,2,0.544,E8,V3P3,mAb_2,1.1,25.01.30_mab,
1582,hRSV90,RSV B N201T,2,0.1554,E9,V3P3,mAb_2,1.176,25.01.30_mab,
1583,hRSV90,RSV B N201T,2,0.04441,E10,V3P3,mAb_2,0.9571,25.01.30_mab,
2196,Nirsevimab,RSV B N201S,1,1000.0,F2,mAb_V2P1,mAb_2,0.6955,25.01.23,
2197,Nirsevimab,RSV B N201S,1,285.7,F3,mAb_V2P1,mAb_2,0.5855,25.01.23,
2198,Nirsevimab,RSV B N201S,1,81.63,F4,mAb_V2P1,mAb_2,0.8212,25.01.23,
2199,Nirsevimab,RSV B N201S,1,23.32,F5,mAb_V2P1,mAb_2,1.089,25.01.23,
2200,Nirsevimab,RSV B N201S,1,6.664,F6,mAb_V2P1,mAb_2,1.059,25.01.23,
2201,Nirsevimab,RSV B N201S,1,1.904,F7,mAb_V2P1,mAb_2,1.034,25.01.23,
2202,Nirsevimab,RSV B N201S,1,0.544,F8,mAb_V2P1,mAb_2,1.307,25.01.23,
2203,Nirsevimab,RSV B N201S,1,0.1554,F9,mAb_V2P1,mAb_2,0.9981,25.01.23,
2204,Nirsevimab,RSV B N201S,1,0.04441,F10,mAb_V2P1,mAb_2,0.9944,25.01.23,
2205,Nirsevimab,RSV B N201S,2,1000.0,G2,mAb_V2P1,mAb_2,0.669,25.01.23,
2206,Nirsevimab,RSV B N201S,2,285.7,G3,mAb_V2P1,mAb_2,1.084,25.01.23,
2207,Nirsevimab,RSV B N201S,2,81.63,G4,mAb_V2P1,mAb_2,1.12,25.01.23,
2208,Nirsevimab,RSV B N201S,2,23.32,G5,mAb_V2P1,mAb_2,0.8087,25.01.23,
2209,Nirsevimab,RSV B N201S,2,6.664,G6,mAb_V2P1,mAb_2,1.024,25.01.23,
2210,Nirsevimab,RSV B N201S,2,1.904,G7,mAb_V2P1,mAb_2,1.214,25.01.23,
2211,Nirsevimab,RSV B N201S,2,0.544,G8,mAb_V2P1,mAb_2,0.7888,25.01.23,
2212,Nirsevimab,RSV B N201S,2,0.1554,G9,mAb_V2P1,mAb_2,1.272,25.01.23,
2213,Nirsevimab,RSV B N201S,2,0.04441,G10,mAb_V2P1,mAb_2,1.146,25.01.23,
2214,D25,RSV B N201S,1,1000.0,D2,mAb_V2P1,mAb_2,1.04,25.01.23,
2215,D25,RSV B N201S,1,285.7,D3,mAb_V2P1,mAb_2,1.01,25.01.23,
2216,D25,RSV B N201S,1,81.63,D4,mAb_V2P1,mAb_2,1.021,25.01.23,
2217,D25,RSV B N201S,1,23.32,D5,mAb_V2P1,mAb_2,1.282,25.01.23,
2218,D25,RSV B N201S,1,6.664,D6,mAb_V2P1,mAb_2,1.318,25.01.23,
2219,D25,RSV B N201S,1,1.904,D7,mAb_V2P1,mAb_2,1.043,25.01.23,
2220,D25,RSV B N201S,1,0.544,D8,mAb_V2P1,mAb_2,1.026,25.01.23,
2221,D25,RSV B N201S,1,0.1554,D9,mAb_V2P1,mAb_2,1.017,25.01.23,
2222,D25,RSV B N201S,1,0.04441,D10,mAb_V2P1,mAb_2,1.463,25.01.23,
2223,D25,RSV B N201S,2,1000.0,E2,mAb_V2P1,mAb_2,0.6175,25.01.23,
2224,D25,RSV B N201S,2,285.7,E3,mAb_V2P1,mAb_2,1.065,25.01.23,
2225,D25,RSV B N201S,2,81.63,E4,mAb_V2P1,mAb_2,1.159,25.01.23,
2226,D25,RSV B N201S,2,23.32,E5,mAb_V2P1,mAb_2,1.007,25.01.23,
2227,D25,RSV B N201S,2,6.664,E6,mAb_V2P1,mAb_2,1.117,25.01.23,
2228,D25,RSV B N201S,2,1.904,E7,mAb_V2P1,mAb_2,0.9398,25.01.23,
2229,D25,RSV B N201S,2,0.544,E8,mAb_V2P1,mAb_2,1.121,25.01.23,
2230,D25,RSV B N201S,2,0.1554,E9,mAb_V2P1,mAb_2,1.472,25.01.23,
2231,D25,RSV B N201S,2,0.04441,E10,mAb_V2P1,mAb_2,1.039,25.01.23,
2232,Suptavumab,RSV B N201S,1,1000.0,B2,mAb_V2P1,mAb_2,1.141,25.01.23,
2233,Suptavumab,RSV B N201S,1,285.7,B3,mAb_V2P1,mAb_2,1.032,25.01.23,
2234,Suptavumab,RSV B N201S,1,81.63,B4,mAb_V2P1,mAb_2,0.9339,25.01.23,
2235,Suptavumab,RSV B N201S,1,23.32,B5,mAb_V2P1,mAb_2,0.8456,25.01.23,
2236,Suptavumab,RSV B N201S,1,6.664,B6,mAb_V2P1,mAb_2,0.8437,25.01.23,
2237,Suptavumab,RSV B N201S,1,1.904,B7,mAb_V2P1,mAb_2,1.264,25.01.23,
2238,Suptavumab,RSV B N201S,1,0.544,B8,mAb_V2P1,mAb_2,1.245,25.01.23,
2239,Suptavumab,RSV B N201S,1,0.1554,B9,mAb_V2P1,mAb_2,1.153,25.01.23,
2240,Suptavumab,RSV B N201S,1,0.04441,B10,mAb_V2P1,mAb_2,0.9947,25.01.23,
2241,Suptavumab,RSV B N201S,2,1000.0,C2,mAb_V2P1,mAb_2,1.195,25.01.23,
2242,Suptavumab,RSV B N201S,2,285.7,C3,mAb_V2P1,mAb_2,0.9344,25.01.23,
2243,Suptavumab,RSV B N201S,2,81.63,C4,mAb_V2P1,mAb_2,1.148,25.01.23,
2244,Suptavumab,RSV B N201S,2,23.32,C5,mAb_V2P1,mAb_2,1.055,25.01.23,
2245,Suptavumab,RSV B N201S,2,6.664,C6,mAb_V2P1,mAb_2,1.071,25.01.23,
2246,Suptavumab,RSV B N201S,2,1.904,C7,mAb_V2P1,mAb_2,1.109,25.01.23,
2247,Suptavumab,RSV B N201S,2,0.544,C8,mAb_V2P1,mAb_2,0.9308,25.01.23,
2248,Suptavumab,RSV B N201S,2,0.1554,C9,mAb_V2P1,mAb_2,1.043,25.01.23,
2249,Suptavumab,RSV B N201S,2,0.04441,C10,mAb_V2P1,mAb_2,0.9773,25.01.23,
2250,Palivizumab,RSV B N201S,1,1000.0,F2,mAb_V2P2,mAb_2,0.04664,25.01.23,
2251,Palivizumab,RSV B N201S,1,285.7,F3,mAb_V2P2,mAb_2,0.1941,25.01.23,
2252,Palivizumab,RSV B N201S,1,81.63,F4,mAb_V2P2,mAb_2,1.018,25.01.23,
2253,Palivizumab,RSV B N201S,1,23.32,F5,mAb_V2P2,mAb_2,1.149,25.01.23,
2254,Palivizumab,RSV B N201S,1,6.664,F6,mAb_V2P2,mAb_2,0.9629,25.01.23,
2255,Palivizumab,RSV B N201S,1,1.904,F7,mAb_V2P2,mAb_2,1.125,25.01.23,
2256,Palivizumab,RSV B N201S,1,0.544,F8,mAb_V2P2,mAb_2,0.9701,25.01.23,
2257,Palivizumab,RSV B N201S,1,0.1554,F9,mAb_V2P2,mAb_2,1.114,25.01.23,
2258,Palivizumab,RSV B N201S,1,0.04441,F10,mAb_V2P2,mAb_2,0.8846,25.01.23,
2259,Palivizumab,RSV B N201S,2,1000.0,G2,mAb_V2P2,mAb_2,0.0481,25.01.23,
2260,Palivizumab,RSV B N201S,2,285.7,G3,mAb_V2P2,mAb_2,0.2848,25.01.23,
2261,Palivizumab,RSV B N201S,2,81.63,G4,mAb_V2P2,mAb_2,1.046,25.01.23,
2262,Palivizumab,RSV B N201S,2,23.32,G5,mAb_V2P2,mAb_2,1.165,25.01.23,
2263,Palivizumab,RSV B N201S,2,6.664,G6,mAb_V2P2,mAb_2,1.403,25.01.23,
2264,Palivizumab,RSV B N201S,2,1.904,G7,mAb_V2P2,mAb_2,0.9863,25.01.23,
2265,Palivizumab,RSV B N201S,2,0.544,G8,mAb_V2P2,mAb_2,1.031,25.01.23,
2266,Palivizumab,RSV B N201S,2,0.1554,G9,mAb_V2P2,mAb_2,1.28,25.01.23,
2267,Palivizumab,RSV B N201S,2,0.04441,G10,mAb_V2P2,mAb_2,1.512,25.01.23,
2268,Clesrovimab,RSV B N201S,1,1000.0,D2,mAb_V2P2,mAb_2,0.02697,25.01.23,
2269,Clesrovimab,RSV B N201S,1,285.7,D3,mAb_V2P2,mAb_2,0.03134,25.01.23,
2270,Clesrovimab,RSV B N201S,1,81.63,D4,mAb_V2P2,mAb_2,0.0448,25.01.23,
2271,Clesrovimab,RSV B N201S,1,23.32,D5,mAb_V2P2,mAb_2,0.04384,25.01.23,
2272,Clesrovimab,RSV B N201S,1,6.664,D6,mAb_V2P2,mAb_2,0.04807,25.01.23,
2273,Clesrovimab,RSV B N201S,1,1.904,D7,mAb_V2P2,mAb_2,0.5494,25.01.23,
2274,Clesrovimab,RSV B N201S,1,0.544,D8,mAb_V2P2,mAb_2,1.016,25.01.23,
2275,Clesrovimab,RSV B N201S,1,0.1554,D9,mAb_V2P2,mAb_2,0.9033,25.01.23,
2276,Clesrovimab,RSV B N201S,1,0.04441,D10,mAb_V2P2,mAb_2,1.034,25.01.23,
2277,Clesrovimab,RSV B N201S,2,1000.0,E2,mAb_V2P2,mAb_2,0.03218,25.01.23,
2278,Clesrovimab,RSV B N201S,2,285.7,E3,mAb_V2P2,mAb_2,0.0625,25.01.23,
2279,Clesrovimab,RSV B N201S,2,81.63,E4,mAb_V2P2,mAb_2,0.06762,25.01.23,
2280,Clesrovimab,RSV B N201S,2,23.32,E5,mAb_V2P2,mAb_2,0.1149,25.01.23,
2281,Clesrovimab,RSV B N201S,2,6.664,E6,mAb_V2P2,mAb_2,0.107,25.01.23,
2282,Clesrovimab,RSV B N201S,2,1.904,E7,mAb_V2P2,mAb_2,0.4264,25.01.23,
2283,Clesrovimab,RSV B N201S,2,0.544,E8,mAb_V2P2,mAb_2,0.8657,25.01.23,
2284,Clesrovimab,RSV B N201S,2,0.1554,E9,mAb_V2P2,mAb_2,1.067,25.01.23,
2285,Clesrovimab,RSV B N201S,2,0.04441,E10,mAb_V2P2,mAb_2,0.9497,25.01.23,
2286,MPE8,RSV B N201S,1,1000.0,B2,mAb_V2P2,mAb_2,0.0406,25.01.23,
2287,MPE8,RSV B N201S,1,285.7,B3,mAb_V2P2,mAb_2,0.07678,25.01.23,
2288,MPE8,RSV B N201S,1,81.63,B4,mAb_V2P2,mAb_2,0.03414,25.01.23,
2289,MPE8,RSV B N201S,1,23.32,B5,mAb_V2P2,mAb_2,0.2575,25.01.23,
2290,MPE8,RSV B N201S,1,6.664,B6,mAb_V2P2,mAb_2,0.7683,25.01.23,
2291,MPE8,RSV B N201S,1,1.904,B7,mAb_V2P2,mAb_2,0.7229,25.01.23,
2292,MPE8,RSV B N201S,1,0.544,B8,mAb_V2P2,mAb_2,0.8172,25.01.23,
2293,MPE8,RSV B N201S,1,0.1554,B9,mAb_V2P2,mAb_2,0.9954,25.01.23,
2294,MPE8,RSV B N201S,1,0.04441,B10,mAb_V2P2,mAb_2,0.9495,25.01.23,
2295,MPE8,RSV B N201S,2,1000.0,C2,mAb_V2P2,mAb_2,0.05195,25.01.23,
2296,MPE8,RSV B N201S,2,285.7,C3,mAb_V2P2,mAb_2,0.07315,25.01.23,
2297,MPE8,RSV B N201S,2,81.63,C4,mAb_V2P2,mAb_2,0.06312,25.01.23,
2298,MPE8,RSV B N201S,2,23.32,C5,mAb_V2P2,mAb_2,0.3111,25.01.23,
2299,MPE8,RSV B N201S,2,6.664,C6,mAb_V2P2,mAb_2,0.342,25.01.23,
2300,MPE8,RSV B N201S,2,1.904,C7,mAb_V2P2,mAb_2,0.9521,25.01.23,
2301,MPE8,RSV B N201S,2,0.544,C8,mAb_V2P2,mAb_2,1.461,25.01.23,
2302,MPE8,RSV B N201S,2,0.1554,C9,mAb_V2P2,mAb_2,1.065,25.01.23,
2303,MPE8,RSV B N201S,2,0.04441,C10,mAb_V2P2,mAb_2,1.173,25.01.23,
2304,AM14,RSV B N201S,1,1000.0,F2,mAb_V2P3,mAb_2,0.04463,25.01.23,
2305,AM14,RSV B N201S,1,285.7,F3,mAb_V2P3,mAb_2,0.0358,25.01.23,
2306,AM14,RSV B N201S,1,81.63,F4,mAb_V2P3,mAb_2,0.05008,25.01.23,
2307,AM14,RSV B N201S,1,23.32,F5,mAb_V2P3,mAb_2,0.05969,25.01.23,
2308,AM14,RSV B N201S,1,6.664,F6,mAb_V2P3,mAb_2,0.09474,25.01.23,
2309,AM14,RSV B N201S,1,1.904,F7,mAb_V2P3,mAb_2,0.3101,25.01.23,
2310,AM14,RSV B N201S,1,0.544,F8,mAb_V2P3,mAb_2,0.4609,25.01.23,
2311,AM14,RSV B N201S,1,0.1554,F9,mAb_V2P3,mAb_2,0.6099,25.01.23,
2312,AM14,RSV B N201S,1,0.04441,F10,mAb_V2P3,mAb_2,0.8861,25.01.23,
2313,AM14,RSV B N201S,2,1000.0,G2,mAb_V2P3,mAb_2,0.05759,25.01.23,
2314,AM14,RSV B N201S,2,285.7,G3,mAb_V2P3,mAb_2,0.04111,25.01.23,
2315,AM14,RSV B N201S,2,81.63,G4,mAb_V2P3,mAb_2,0.03339,25.01.23,
2316,AM14,RSV B N201S,2,23.32,G5,mAb_V2P3,mAb_2,0.05715,25.01.23,
