,serum,virus,replicate,concentration,well_id,plate_name,experiment_rep,fraction infectivity,input_folder,Unnamed: 9
1177,D25,RSV B N201S,1,0.1554,D9,V1P1,mAb_1,0.7347,25.01.30_mab,
1178,D25,RSV B N201S,1,0.04441,D10,V1P1,mAb_1,0.6294,25.01.30_mab,
1179,D25,RSV B N201S,2,1000.0,E2,V1P1,mAb_1,0.8626,25.01.30_mab,
1180,D25,RSV B N201S,2,285.7,E3,V1P1,mAb_1,0.8934,25.01.30_mab,
1181,D25,RSV B N201S,2,81.63,E4,V1P1,mAb_1,0.8372,25.01.30_mab,
1182,D25,RSV B N201S,2,23.32,E5,V1P1,mAb_1,1.005,25.01.30_mab,
1183,D25,RSV B N201S,2,6.664,E6,V1P1,mAb_1,0.7835,25.01.30_mab,
1184,D25,RSV B N201S,2,1.904,E7,V1P1,mAb_1,1.41,25.01.30_mab,
1185,D25,RSV B N201S,2,0.544,E8,V1P1,mAb_1,0.9701,25.01.30_mab,
1186,D25,RSV B N201S,2,0.1554,E9,V1P1,mAb_1,0.9687,25.01.30_mab,
1187,D25,RSV B N201S,2,0.04441,E10,V1P1,mAb_1,1.667,25.01.30_mab,
1188,Suptavumab,RSV B N201S,1,1000.0,B2,V1P1,mAb_1,1.004,25.01.30_mab,
1189,Suptavumab,RSV B N201S,1,285.7,B3,V1P1,mAb_1,0.6845,25.01.30_mab,
1190,Suptavumab,RSV B N201S,1,81.63,B4,V1P1,mAb_1,0.8224,25.01.30_mab,
1191,Suptavumab,RSV B N201S,1,23.32,B5,V1P1,mAb_1,0.7489,25.01.30_mab,
1192,Suptavumab,RSV B N201S,1,6.664,B6,V1P1,mAb_1,0.6859,25.01.30_mab,
1193,Suptavumab,RSV B N201S,1,1.904,B7,V1P1,mAb_1,0.881,25.01.30_mab,
1194,Suptavumab,RSV B N201S,1,0.544,B8,V1P1,mAb_1,0.9538,25.01.30_mab,
1195,Suptavumab,RSV B N201S,1,0.1554,B9,V1P1,mAb_1,0.6711,25.01.30_mab,
1196,Suptavumab,RSV B N201S,1,0.04441,B10,V1P1,mAb_1,0.8489,25.01.30_mab,
1197,Suptavumab,RSV B N201S,2,1000.0,C2,V1P1,mAb_1,1.012,25.01.30_mab,
1198,Suptavumab,RSV B N201S,2,285.7,C3,V1P1,mAb_1,1.193,25.01.30_mab,
1199,Suptavumab,RSV B N201S,2,81.63,C4,V1P1,mAb_1,1.0,25.01.30_mab,
1200,Suptavumab,RSV B N201S,2,23.32,C5,V1P1,mAb_1,0.8224,25.01.30_mab,
1201,Suptavumab,RSV B N201S,2,6.664,C6,V1P1,mAb_1,1.247,25.01.30_mab,
1202,Suptavumab,RSV B N201S,2,1.904,C7,V1P1,mAb_1,0.9697,25.01.30_mab,
1203,Suptavumab,RSV B N201S,2,0.544,C8,V1P1,mAb_1,0.7619,25.01.30_mab,
1204,Suptavumab,RSV B N201S,2,0.1554,C9,V1P1,mAb_1,0.9796,25.01.30_mab,
1205,Suptavumab,RSV B N201S,2,0.04441,C10,V1P1,mAb_1,1.273,25.01.30_mab,
1206,Palivizumab,RSV B N201S,1,1000.0,F2,V1P2,mAb_1,0.1397,25.01.30_mab,
1207,Palivizumab,RSV B N201S,1,285.7,F3,V1P2,mAb_1,0.2684,25.01.30_mab,
1208,Palivizumab,RSV B N201S,1,81.63,F4,V1P2,mAb_1,0.8903,25.01.30_mab,
1209,Palivizumab,RSV B N201S,1,23.32,F5,V1P2,mAb_1,0.853,25.01.30_mab,
1210,Palivizumab,RSV B N201S,1,6.664,F6,V1P2,mAb_1,1.188,25.01.30_mab,
1211,Palivizumab,RSV B N201S,1,1.904,F7,V1P2,mAb_1,0.9351,25.01.30_mab,
1212,Palivizumab,RSV B N201S,1,0.544,F8,V1P2,mAb_1,0.7827,25.01.30_mab,
1213,Palivizumab,RSV B N201S,1,0.1554,F9,V1P2,mAb_1,1.119,25.01.30_mab,
1214,Palivizumab,RSV B N201S,1,0.04441,F10,V1P2,mAb_1,1.205,25.01.30_mab,
1215,Palivizumab,RSV B N201S,2,1000.0,G2,V1P2,mAb_1,0.1357,25.01.30_mab,
1216,Palivizumab,RSV B N201S,2,285.7,G3,V1P2,mAb_1,0.3184,25.01.30_mab,
1217,Palivizumab,RSV B N201S,2,81.63,G4,V1P2,mAb_1,1.085,25.01.30_mab,
1218,Palivizumab,RSV B N201S,2,23.32,G5,V1P2,mAb_1,1.439,25.01.30_mab,
1219,Palivizumab,RSV B N201S,2,6.664,G6,V1P2,mAb_1,1.358,25.01.30_mab,
1220,Palivizumab,RSV B N201S,2,1.904,G7,V1P2,mAb_1,1.372,25.01.30_mab,
1221,Palivizumab,RSV B N201S,2,0.544,G8,V1P2,mAb_1,0.7099,25.01.30_mab,
1222,Palivizumab,RSV B N201S,2,0.1554,G9,V1P2,mAb_1,0.6847,25.01.30_mab,
1223,Palivizumab,RSV B N201S,2,0.04441,G10,V1P2,mAb_1,1.089,25.01.30_mab,
1224,Clesrovimab,RSV B N201S,1,1000.0,D2,V1P2,mAb_1,0.1159,25.01.30_mab,
1225,Clesrovimab,RSV B N201S,1,285.7,D3,V1P2,mAb_1,0.05698,25.01.30_mab,
1226,Clesrovimab,RSV B N201S,1,81.63,D4,V1P2,mAb_1,0.08722,25.01.30_mab,
1227,Clesrovimab,RSV B N201S,1,23.32,D5,V1P2,mAb_1,0.116,25.01.30_mab,
1228,Clesrovimab,RSV B N201S,1,6.664,D6,V1P2,mAb_1,0.2845,25.01.30_mab,
1229,Clesrovimab,RSV B N201S,1,1.904,D7,V1P2,mAb_1,0.5572,25.01.30_mab,
1230,Clesrovimab,RSV B N201S,1,0.544,D8,V1P2,mAb_1,0.7047,25.01.30_mab,
1231,Clesrovimab,RSV B N201S,1,0.1554,D9,V1P2,mAb_1,0.9103,25.01.30_mab,
1232,Clesrovimab,RSV B N201S,1,0.04441,D10,V1P2,mAb_1,0.9044,25.01.30_mab,
1233,Clesrovimab,RSV B N201S,2,1000.0,E2,V1P2,mAb_1,0.139,25.01.30_mab,
1234,Clesrovimab,RSV B N201S,2,285.7,E3,V1P2,mAb_1,0.1246,25.01.30_mab,
1235,Clesrovimab,RSV B N201S,2,81.63,E4,V1P2,mAb_1,0.07971,25.01.30_mab,
1236,Clesrovimab,RSV B N201S,2,23.32,E5,V1P2,mAb_1,0.1235,25.01.30_mab,
1237,Clesrovimab,RSV B N201S,2,6.664,E6,V1P2,mAb_1,0.2193,25.01.30_mab,
1238,Clesrovimab,RSV B N201S,2,1.904,E7,V1P2,mAb_1,0.7783,25.01.30_mab,
1239,Clesrovimab,RSV B N201S,2,0.544,E8,V1P2,mAb_1,1.113,25.01.30_mab,
1240,Clesrovimab,RSV B N201S,2,0.1554,E9,V1P2,mAb_1,1.62,25.01.30_mab,
1241,Clesrovimab,RSV B N201S,2,0.04441,E10,V1P2,mAb_1,1.215,25.01.30_mab,
1242,MPE8,RSV B N201S,1,1000.0,B2,V1P2,mAb_1,0.05956,25.01.30_mab,
1243,MPE8,RSV B N201S,1,285.7,B3,V1P2,mAb_1,0.07757,25.01.30_mab,
1244,MPE8,RSV B N201S,1,81.63,B4,V1P2,mAb_1,0.09125,25.01.30_mab,
1245,MPE8,RSV B N201S,1,23.32,B5,V1P2,mAb_1,0.22,25.01.30_mab,
1246,MPE8,RSV B N201S,1,6.664,B6,V1P2,mAb_1,0.8515,25.01.30_mab,
1247,MPE8,RSV B N201S,1,1.904,B7,V1P2,mAb_1,0.9162,25.01.30_mab,
1248,MPE8,RSV B N201S,1,0.544,B8,V1P2,mAb_1,0.8419,25.01.30_mab,
1249,MPE8,RSV B N201S,1,0.1554,B9,V1P2,mAb_1,0.8766,25.01.30_mab,
1250,MPE8,RSV B N201S,1,0.04441,B10,V1P2,mAb_1,1.307,25.01.30_mab,
1251,MPE8,RSV B N201S,2,1000.0,C2,V1P2,mAb_1,0.1027,25.01.30_mab,
1252,MPE8,RSV B N201S,2,285.7,C3,V1P2,mAb_1,0.08223,25.01.30_mab,
1253,MPE8,RSV B N201S,2,81.63,C4,V1P2,mAb_1,0.09129,25.01.30_mab,
1254,MPE8,RSV B N201S,2,23.32,C5,V1P2,mAb_1,0.1304,25.01.30_mab,
1255,MPE8,RSV B N201S,2,6.664,C6,V1P2,mAb_1,0.6585,25.01.30_mab,
1256,MPE8,RSV B N201S,2,1.904,C7,V1P2,mAb_1,1.236,25.01.30_mab,
1257,MPE8,RSV B N201S,2,0.544,C8,V1P2,mAb_1,0.7265,25.01.30_mab,
1258,MPE8,RSV B N201S,2,0.1554,C9,V1P2,mAb_1,1.099,25.01.30_mab,
1259,MPE8,RSV B N201S,2,0.04441,C10,V1P2,mAb_1,1.18,25.01.30_mab,
1260,AM14,RSV B N201S,1,1000.0,F2,V1P3,mAb_1,0.05407,25.01.30_mab,
1261,AM14,RSV B N201S,1,285.7,F3,V1P3,mAb_1,0.1398,25.01.30_mab,
1262,AM14,RSV B N201S,1,81.63,F4,V1P3,mAb_1,0.09297,25.01.30_mab,
1263,AM14,RSV B N201S,1,23.32,F5,V1P3,mAb_1,0.2064,25.01.30_mab,
1264,AM14,RSV B N201S,1,6.664,F6,V1P3,mAb_1,0.182,25.01.30_mab,
1265,AM14,RSV B N201S,1,1.904,F7,V1P3,mAb_1,0.27,25.01.30_mab,
1266,AM14,RSV B N201S,1,0.544,F8,V1P3,mAb_1,0.31,25.01.30_mab,
1267,AM14,RSV B N201S,1,0.1554,F9,V1P3,mAb_1,0.7227,25.01.30_mab,
1268,AM14,RSV B N201S,1,0.04441,F10,V1P3,mAb_1,1.087,25.01.30_mab,
1269,AM14,RSV B N201S,2,1000.0,G2,V1P3,mAb_1,0.1066,25.01.30_mab,
1270,AM14,RSV B N201S,2,285.7,G3,V1P3,mAb_1,0.129,25.01.30_mab,
1271,AM14,RSV B N201S,2,81.63,G4,V1P3,mAb_1,0.1261,25.01.30_mab,
1272,AM14,RSV B N201S,2,23.32,G5,V1P3,mAb_1,0.195,25.01.30_mab,
1273,AM14,RSV B N201S,2,6.664,G6,V1P3,mAb_1,0.2099,25.01.30_mab,
1274,AM14,RSV B N201S,2,1.904,G7,V1P3,mAb_1,0.2759,25.01.30_mab,
1275,AM14,RSV B N201S,2,0.544,G8,V1P3,mAb_1,0.6206,25.01.30_mab,
1276,AM14,RSV B N201S,2,0.1554,G9,V1P3,mAb_1,1.033,25.01.30_mab,
1277,AM14,RSV B N201S,2,0.04441,G10,V1P3,mAb_1,0.8437,25.01.30_mab,
1278,hRSV90,RSV B N201S,1,1000.0,D2,V1P3,mAb_1,0.7958,25.01.30_mab,
1279,hRSV90,RSV B N201S,1,285.7,D3,V1P3,mAb_1,0.6769,25.01.30_mab,
1280,hRSV90,RSV B N201S,1,81.63,D4,V1P3,mAb_1,1.067,25.01.30_mab,
1281,hRSV90,RSV B N201S,1,23.32,D5,V1P3,mAb_1,0.8828,25.01.30_mab,
1282,hRSV90,RSV B N201S,1,6.664,D6,V1P3,mAb_1,0.6411,25.01.30_mab,
1283,hRSV90,RSV B N201S,1,1.904,D7,V1P3,mAb_1,0.9701,25.01.30_mab,
1284,hRSV90,RSV B N201S,1,0.544,D8,V1P3,mAb_1,0.9998,25.01.30_mab,
1285,hRSV90,RSV B N201S,1,0.1554,D9,V1P3,mAb_1,0.7328,25.01.30_mab,
1286,hRSV90,RSV B N201S,1,0.04441,D10,V1P3,mAb_1,0.8875,25.01.30_mab,
1287,hRSV90,RSV B N201S,2,1000.0,E2,V1P3,mAb_1,0.6947,25.01.30_mab,
1288,hRSV90,RSV B N201S,2,285.7,E3,V1P3,mAb_1,1.179,25.01.30_mab,
1289,hRSV90,RSV B N201S,2,81.63,E4,V1P3,mAb_1,1.055,25.01.30_mab,
1290,hRSV90,RSV B N201S,2,23.32,E5,V1P3,mAb_1,1.361,25.01.30_mab,
1291,hRSV90,RSV B N201S,2,6.664,E6,V1P3,mAb_1,0.748,25.01.30_mab,
1292,hRSV90,RSV B N201S,2,1.904,E7,V1P3,mAb_1,0.8306,25.01.30_mab,
1293,hRSV90,RSV B N201S,2,0.544,E8,V1P3,mAb_1,1.253,25.01.30_mab,
1294,hRSV90,RSV B N201S,2,0.1554,E9,V1P3,mAb_1,1.139,25.01.30_mab,
1295,hRSV90,RSV B N201S,2,0.04441,E10,V1P3,mAb_1,1.088,25.01.30_mab,
1296,Nirsevimab,RSV B N201T,1,1000.0,F2,V2P1,mAb_1,0.0657,25.01.30_mab,
1297,Nirsevimab,RSV B N201T,1,285.7,F3,V2P1,mAb_1,0.3026,25.01.30_mab,
1298,Nirsevimab,RSV B N201T,1,81.63,F4,V2P1,mAb_1,0.6684,25.01.30_mab,
1299,Nirsevimab,RSV B N201T,1,23.32,F5,V2P1,mAb_1,0.8674,25.01.30_mab,
1300,Nirsevimab,RSV B N201T,1,6.664,F6,V2P1,mAb_1,0.8911,25.01.30_mab,
1301,Nirsevimab,RSV B N201T,1,1.904,F7,V2P1,mAb_1,0.9054,25.01.30_mab,
1302,Nirsevimab,RSV B N201T,1,0.544,F8,V2P1,mAb_1,1.016,25.01.30_mab,
1303,Nirsevimab,RSV B N201T,1,0.1554,F9,V2P1,mAb_1,0.8642,25.01.30_mab,
1304,Nirsevimab,RSV B N201T,1,0.04441,F10,V2P1,mAb_1,1.01,25.01.30_mab,
1305,Nirsevimab,RSV B N201T,2,1000.0,G2,V2P1,mAb_1,0.0825,25.01.30_mab,
1306,Nirsevimab,RSV B N201T,2,285.7,G3,V2P1,mAb_1,0.4721,25.01.30_mab,
1307,Nirsevimab,RSV B N201T,2,81.63,G4,V2P1,mAb_1,0.7885,25.01.30_mab,
1308,Nirsevimab,RSV B N201T,2,23.32,G5,V2P1,mAb_1,0.9802,25.01.30_mab,
1309,Nirsevimab,RSV B N201T,2,6.664,G6,V2P1,mAb_1,0.9309,25.01.30_mab,
1310,Nirsevimab,RSV B N201T,2,1.904,G7,V2P1,mAb_1,0.9191,25.01.30_mab,
1311,Nirsevimab,RSV B N201T,2,0.544,G8,V2P1,mAb_1,0.9183,25.01.30_mab,
1312,Nirsevimab,RSV B N201T,2,0.1554,G9,V2P1,mAb_1,0.8802,25.01.30_mab,
1313,Nirsevimab,RSV B N201T,2,0.04441,G10,V2P1,mAb_1,0.8157,25.01.30_mab,
1314,D25,RSV B N201T,1,1000.0,D2,V2P1,mAb_1,0.6296,25.01.30_mab,
1315,D25,RSV B N201T,1,285.7,D3,V2P1,mAb_1,0.994,25.01.30_mab,
1316,D25,RSV B N201T,1,81.63,D4,V2P1,mAb_1,0.9013,25.01.30_mab,
1317,D25,RSV B N201T,1,23.32,D5,V2P1,mAb_1,0.9843,25.01.30_mab,
1318,D25,RSV B N201T,1,6.664,D6,V2P1,mAb_1,0.8236,25.01.30_mab,
1319,D25,RSV B N201T,1,1.904,D7,V2P1,mAb_1,0.9788,25.01.30_mab,
1320,D25,RSV B N201T,1,0.544,D8,V2P1,mAb_1,1.135,25.01.30_mab,
1321,D25,RSV B N201T,1,0.1554,D9,V2P1,mAb_1,0.9832,25.01.30_mab,
1322,D25,RSV B N201T,1,0.04441,D10,V2P1,mAb_1,0.9884,25.01.30_mab,
1323,D25,RSV B N201T,2,1000.0,E2,V2P1,mAb_1,0.7227,25.01.30_mab,
1324,D25,RSV B N201T,2,285.7,E3,V2P1,mAb_1,0.8649,25.01.30_mab,
1325,D25,RSV B N201T,2,81.63,E4,V2P1,mAb_1,0.9242,25.01.30_mab,
1326,D25,RSV B N201T,2,23.32,E5,V2P1,mAb_1,1.138,25.01.30_mab,
1327,D25,RSV B N201T,2,6.664,E6,V2P1,mAb_1,1.061,25.01.30_mab,
1328,D25,RSV B N201T,2,1.904,E7,V2P1,mAb_1,0.8011,25.01.30_mab,
1329,D25,RSV B N201T,2,0.544,E8,V2P1,mAb_1,1.294,25.01.30_mab,
1330,D25,RSV B N201T,2,0.1554,E9,V2P1,mAb_1,1.232,25.01.30_mab,
1331,D25,RSV B N201T,2,0.04441,E10,V2P1,mAb_1,1.04,25.01.30_mab,
1332,Suptavumab,RSV B N201T,1,1000.0,B2,V2P1,mAb_1,0.7659,25.01.30_mab,
1333,Suptavumab,RSV B N201T,1,285.7,B3,V2P1,mAb_1,0.9008,25.01.30_mab,
1334,Suptavumab,RSV B N201T,1,81.63,B4,V2P1,mAb_1,1.114,25.01.30_mab,
1335,Suptavumab,RSV B N201T,1,23.32,B5,V2P1,mAb_1,1.022,25.01.30_mab,
1336,Suptavumab,RSV B N201T,1,6.664,B6,V2P1,mAb_1,0.6785,25.01.30_mab,
1337,Suptavumab,RSV B N201T,1,1.904,B7,V2P1,mAb_1,0.8679,25.01.30_mab,
1338,Suptavumab,RSV B N201T,1,0.544,B8,V2P1,mAb_1,0.9974,25.01.30_mab,
1339,Suptavumab,RSV B N201T,1,0.1554,B9,V2P1,mAb_1,0.8076,25.01.30_mab,
1340,Suptavumab,RSV B N201T,1,0.04441,B10,V2P1,mAb_1,0.8006,25.01.30_mab,
1341,Suptavumab,RSV B N201T,2,1000.0,C2,V2P1,mAb_1,0.6895,25.01.30_mab,
1342,Suptavumab,RSV B N201T,2,285.7,C3,V2P1,mAb_1,0.8103,25.01.30_mab,
1343,Suptavumab,RSV B N201T,2,81.63,C4,V2P1,mAb_1,0.8458,25.01.30_mab,
1344,Suptavumab,RSV B N201T,2,23.32,C5,V2P1,mAb_1,1.193,25.01.30_mab,
1345,Suptavumab,RSV B N201T,2,6.664,C6,V2P1,mAb_1,0.6276,25.01.30_mab,
1346,Suptavumab,RSV B N201T,2,1.904,C7,V2P1,mAb_1,1.076,25.01.30_mab,
1347,Suptavumab,RSV B N201T,2,0.544,C8,V2P1,mAb_1,1.095,25.01.30_mab,
1348,Suptavumab,RSV B N201T,2,0.1554,C9,V2P1,mAb_1,1.05,25.01.30_mab,
1349,Suptavumab,RSV B N201T,2,0.04441,C10,V2P1,mAb_1,1.168,25.01.30_mab,
1350,Palivizumab,RSV B N201T,1,1000.0,F2,V2P2,mAb_1,0.02568,25.01.30_mab,
1351,Palivizumab,RSV B N201T,1,285.7,F3,V2P2,mAb_1,0.7345,25.01.30_mab,
1352,Palivizumab,RSV B N201T,1,81.63,F4,V2P2,mAb_1,1.894,25.01.30_mab,
1353,Palivizumab,RSV B N201T,1,23.32,F5,V2P2,mAb_1,1.075,25.01.30_mab,
1354,Palivizumab,RSV B N201T,1,6.664,F6,V2P2,mAb_1,1.126,25.01.30_mab,
1355,Palivizumab,RSV B N201T,1,1.904,F7,V2P2,mAb_1,1.032,25.01.30_mab,
1356,Palivizumab,RSV B N201T,1,0.544,F8,V2P2,mAb_1,0.933,25.01.30_mab,
1357,Palivizumab,RSV B N201T,1,0.1554,F9,V2P2,mAb_1,0.9484,25.01.30_mab,
1358,Palivizumab,RSV B N201T,1,0.04441,F10,V2P2,mAb_1,0.8965,25.01.30_mab,
1359,Palivizumab,RSV B N201T,2,1000.0,G2,V2P2,mAb_1,0.06287,25.01.30_mab,
1360,Palivizumab,RSV B N201T,2,285.7,G3,V2P2,mAb_1,0.7962,25.01.30_mab,
1361,Palivizumab,RSV B N201T,2,81.63,G4,V2P2,mAb_1,1.886,25.01.30_mab,
1362,Palivizumab,RSV B N201T,2,23.32,G5,V2P2,mAb_1,1.459,25.01.30_mab,
1363,Palivizumab,RSV B N201T,2,6.664,G6,V2P2,mAb_1,1.233,25.01.30_mab,
1364,Palivizumab,RSV B N201T,2,1.904,G7,V2P2,mAb_1,1.216,25.01.30_mab,
1365,Palivizumab,RSV B N201T,2,0.544,G8,V2P2,mAb_1,1.089,25.01.30_mab,
1366,Palivizumab,RSV B N201T,2,0.1554,G9,V2P2,mAb_1,1.094,25.01.30_mab,
1367,Palivizumab,RSV B N201T,2,0.04441,G10,V2P2,mAb_1,0.8242,25.01.30_mab,
1368,Clesrovimab,RSV B N201T,1,1000.0,D2,V2P2,mAb_1,0.006196,25.01.30_mab,
1369,Clesrovimab,RSV B N201T,1,285.7,D3,V2P2,mAb_1,0.008705,25.01.30_mab,
1370,Clesrovimab,RSV B N201T,1,81.63,D4,V2P2,mAb_1,0.01981,25.01.30_mab,
1371,Clesrovimab,RSV B N201T,1,23.32,D5,V2P2,mAb_1,0.02402,25.01.30_mab,
1372,Clesrovimab,RSV B N201T,1,6.664,D6,V2P2,mAb_1,0.09322,25.01.30_mab,
1373,Clesrovimab,RSV B N201T,1,1.904,D7,V2P2,mAb_1,0.3657,25.01.30_mab,
1374,Clesrovimab,RSV B N201T,1,0.544,D8,V2P2,mAb_1,0.7379,25.01.30_mab,
1375,Clesrovimab,RSV B N201T,1,0.1554,D9,V2P2,mAb_1,0.8583,25.01.30_mab,
1376,Clesrovimab,RSV B N201T,1,0.04441,D10,V2P2,mAb_1,1.077,25.01.30_mab,
1377,Clesrovimab,RSV B N201T,2,1000.0,E2,V2P2,mAb_1,0.01207,25.01.30_mab,
1378,Clesrovimab,RSV B N201T,2,285.7,E3,V2P2,mAb_1,0.01252,25.01.30_mab,
1379,Clesrovimab,RSV B N201T,2,81.63,E4,V2P2,mAb_1,0.03434,25.01.30_mab,
1380,Clesrovimab,RSV B N201T,2,23.32,E5,V2P2,mAb_1,0.02806,25.01.30_mab,
1381,Clesrovimab,RSV B N201T,2,6.664,E6,V2P2,mAb_1,0.09663,25.01.30_mab,
1382,Clesrovimab,RSV B N201T,2,1.904,E7,V2P2,mAb_1,0.3367,25.01.30_mab,
1383,Clesrovimab,RSV B N201T,2,0.544,E8,V2P2,mAb_1,0.8664,25.01.30_mab,
1384,Clesrovimab,RSV B N201T,2,0.1554,E9,V2P2,mAb_1,0.9858,25.01.30_mab,
1385,Clesrovimab,RSV B N201T,2,0.04441,E10,V2P2,mAb_1,0.9411,25.01.30_mab,
1386,MPE8,RSV B N201T,1,1000.0,B2,V2P2,mAb_1,0.01577,25.01.30_mab,
1387,MPE8,RSV B N201T,1,285.7,B3,V2P2,mAb_1,0.01392,25.01.30_mab,
1388,MPE8,RSV B N201T,1,81.63,B4,V2P2,mAb_1,0.01233,25.01.30_mab,
1389,MPE8,RSV B N201T,1,23.32,B5,V2P2,mAb_1,0.06496,25.01.30_mab,
1390,MPE8,RSV B N201T,1,6.664,B6,V2P2,mAb_1,0.4368,25.01.30_mab,
1391,MPE8,RSV B N201T,1,1.904,B7,V2P2,mAb_1,0.8218,25.01.30_mab,
1392,MPE8,RSV B N201T,1,0.544,B8,V2P2,mAb_1,0.9566,25.01.30_mab,
1393,MPE8,RSV B N201T,1,0.1554,B9,V2P2,mAb_1,0.8989,25.01.30_mab,
1394,MPE8,RSV B N201T,1,0.04441,B10,V2P2,mAb_1,0.7789,25.01.30_mab,
1395,MPE8,RSV B N201T,2,1000.0,C2,V2P2,mAb_1,0.02149,25.01.30_mab,
1396,MPE8,RSV B N201T,2,285.7,C3,V2P2,mAb_1,0.01736,25.01.30_mab,
1397,MPE8,RSV B N201T,2,81.63,C4,V2P2,mAb_1,0.02076,25.01.30_mab,
1398,MPE8,RSV B N201T,2,23.32,C5,V2P2,mAb_1,0.07626,25.01.30_mab,
1399,MPE8,RSV B N201T,2,6.664,C6,V2P2,mAb_1,0.446,25.01.30_mab,
1400,MPE8,RSV B N201T,2,1.904,C7,V2P2,mAb_1,0.7456,25.01.30_mab,
1401,MPE8,RSV B N201T,2,0.544,C8,V2P2,mAb_1,0.9631,25.01.30_mab,
1402,MPE8,RSV B N201T,2,0.1554,C9,V2P2,mAb_1,0.9866,25.01.30_mab,
1403,MPE8,RSV B N201T,2,0.04441,C10,V2P2,mAb_1,0.933,25.01.30_mab,
1404,AM14,RSV B N201T,1,1000.0,F2,V2P3,mAb_1,0.0214,25.01.30_mab,
1405,AM14,RSV B N201T,1,285.7,F3,V2P3,mAb_1,0.03416,25.01.30_mab,
1406,AM14,RSV B N201T,1,81.63,F4,V2P3,mAb_1,0.02063,25.01.30_mab,
1407,AM14,RSV B N201T,1,23.32,F5,V2P3,mAb_1,0.0114,25.01.30_mab,
1408,AM14,RSV B N201T,1,6.664,F6,V2P3,mAb_1,0.03028,25.01.30_mab,
1409,AM14,RSV B N201T,1,1.904,F7,V2P3,mAb_1,0.2399,25.01.30_mab,
1410,AM14,RSV B N201T,1,0.544,F8,V2P3,mAb_1,0.5079,25.01.30_mab,
1411,AM14,RSV B N201T,1,0.1554,F9,V2P3,mAb_1,0.9415,25.01.30_mab,
1412,AM14,RSV B N201T,1,0.04441,F10,V2P3,mAb_1,0.7876,25.01.30_mab,
1413,AM14,RSV B N201T,2,1000.0,G2,V2P3,mAb_1,0.005459,25.01.30_mab,
1414,AM14,RSV B N201T,2,285.7,G3,V2P3,mAb_1,0.007053,25.01.30_mab,
1415,AM14,RSV B N201T,2,81.63,G4,V2P3,mAb_1,0.007606,25.01.30_mab,
1416,AM14,RSV B N201T,2,23.32,G5,V2P3,mAb_1,0.02127,25.01.30_mab,
1417,AM14,RSV B N201T,2,6.664,G6,V2P3,mAb_1,0.01895,25.01.30_mab,
1418,AM14,RSV B N201T,2,1.904,G7,V2P3,mAb_1,0.1508,25.01.30_mab,
