Date_Read,Plate,Sample,SampleNum,Virus,PlateLayout,StartDil,DilFactor,Orientation,background,experiment_rep
2025.01.23,mAb_V1P2,Palivizumab,1,RSV B 1982,layoutTM.csv,1000,3.5,V,keep,mAb_1
2025.01.23,mAb_V1P2,Clesrovimab,2,RSV B 1982,layoutTM.csv,1000,3.5,V,keep,mAb_1
2025.01.23,mAb_V1P2,MPE8,3,RSV B 1982,layoutTM.csv,1000,3.5,V,keep,mAb_1
2025.01.23,mAb_V1P3,AM14,1,RSV B 1982,layoutTM.csv,1000,3.5,V,keep,mAb_1
2025.01.23,mAb_V1P3,hRSV90,2,RSV B 1982,layoutTM.csv,1000,3.5,V,keep,mAb_1
2025.01.23,mAb_V2P1,Nirsevimab,1,RSV B N201S,layoutTM.csv,1000,3.5,V,keep,mAb_2
2025.01.23,mAb_V2P1,D25,2,RSV B N201S,layoutTM.csv,1000,3.5,V,keep,mAb_2
2025.01.23,mAb_V2P1,Suptavumab,3,RSV B N201S,layoutTM.csv,1000,3.5,V,keep,mAb_2
2025.01.23,mAb_V2P2,Palivizumab,1,RSV B N201S,layoutTM.csv,1000,3.5,V,keep,mAb_2
2025.01.23,mAb_V2P2,Clesrovimab,2,RSV B N201S,layoutTM.csv,1000,3.5,V,keep,mAb_2
2025.01.23,mAb_V2P2,MPE8,3,RSV B N201S,layoutTM.csv,1000,3.5,V,keep,mAb_2
2025.01.23,mAb_V2P3,AM14,1,RSV B N201S,layoutTM.csv,1000,3.5,V,keep,mAb_2
2025.01.23,mAb_V2P3,hRSV90,2,RSV B N201S,layoutTM.csv,1000,3.5,V,keep,mAb_2
