serum,virus,replicate,concentration,fraction infectivity
Nirsevimab neutralization of RSV Long, 5uL 6e5 RLU/well IC50 0.9ng/mL,1,1000,-2.67E-07
Nirsevimab neutralization of RSV Long, 5uL 6e5 RLU/well IC50 0.9ng/mL,1,285.7142857,5.81746E-05
Nirsevimab neutralization of RSV Long, 5uL 6e5 RLU/well IC50 0.9ng/mL,1,81.63265306,0.000192761
Nirsevimab neutralization of RSV Long, 5uL 6e5 RLU/well IC50 0.9ng/mL,1,23.32361516,0.000222896
Nirsevimab neutralization of RSV Long, 5uL 6e5 RLU/well IC50 0.9ng/mL,1,6.663890046,0.028957395
Nirsevimab neutralization of RSV Long, 5uL 6e5 RLU/well IC50 0.9ng/mL,1,1.903968585,0.18098372
Nirsevimab neutralization of RSV Long, 5uL 6e5 RLU/well IC50 0.9ng/mL,1,0.543991024,0.79771389
Nirsevimab neutralization of RSV Long, 5uL 6e5 RLU/well IC50 0.9ng/mL,1,0.155426007,0.854173883
Nirsevimab neutralization of RSV Long, 5uL 6e5 RLU/well IC50 0.9ng/mL,1,0.044407431,0.879632837
Nirsevimab neutralization of RSV Long, 5uL 6e5 RLU/well IC50 0.9ng/mL,2,1000,0.000100693
Nirsevimab neutralization of RSV Long, 5uL 6e5 RLU/well IC50 0.9ng/mL,2,285.7142857,0.000130585
Nirsevimab neutralization of RSV Long, 5uL 6e5 RLU/well IC50 0.9ng/mL,2,81.63265306,4.81642E-05
Nirsevimab neutralization of RSV Long, 5uL 6e5 RLU/well IC50 0.9ng/mL,2,23.32361516,0.000242813
Nirsevimab neutralization of RSV Long, 5uL 6e5 RLU/well IC50 0.9ng/mL,2,6.663890046,0.049549706
Nirsevimab neutralization of RSV Long, 5uL 6e5 RLU/well IC50 0.9ng/mL,2,1.903968585,0.209213717
Nirsevimab neutralization of RSV Long, 5uL 6e5 RLU/well IC50 0.9ng/mL,2,0.543991024,0.683062002
Nirsevimab neutralization of RSV Long, 5uL 6e5 RLU/well IC50 0.9ng/mL,2,0.155426007,0.963803256
Nirsevimab neutralization of RSV Long, 5uL 6e5 RLU/well IC50 0.9ng/mL,2,0.044407431,1.073086249
